url,inside
https://media1.s-nbcnews.com/j/newscms/2015_53/1359306/151231-sugar-mn-0900_dadaca5425deb5d8e9892bd6981d29ab.nbcnews-fp-320-240.jpg,N_OK
https://media2.s-nbcnews.com/j/newscms/2018_06/2324346/180210-valentines-day-514p-rs_723ed19ede7dd73d46b3005753c995be.nbcnews-fp-320-240.jpg,N_OK
https://media2.s-nbcnews.com/j/newscms/2018_06/2324816/180205-black-panther-se-450p_940b67970d61b707d7ac67dcfdac0970.nbcnews-fp-320-280.jpg,N_OK
https://www.nbcolympics.com/news/where-mirai-nagasus-parents-were-when-she-hit-her-triple-axel-and-won-bronze-medal/?cid=eref%3Anbcnews%3Atext,N_OK
https://twitter.com/NBCNews,N_OK
https://media1.s-nbcnews.com/j/newscms/2018_06/2323446/180209_trans_alabama_eafa622bc085050d12ee05d48970ca13.nbcnews-fp-320-240.jpg,N_OK
https://www.nbcnews.com/slideshow/olympic-moments-skiers-reach-new-heights-more-n847266,OK
https://www.nbcnews.com/nightly-news-netcast/video/nightly-news-full-broadcast-feb-12th-1160104515733,OK
https://media3.s-nbcnews.com/j/newscms/2017_06/1898551/170210-fifty-shades-darker-mn-1410_2fc396458524b8295f80ff681b579a36.nbcnews-fp-320-240.jpg,N_OK
https://media4.s-nbcnews.com/j/msnbc/components/video/201802/nn_kwe_security_clearance_infrastructure_180212_1518480703529.nbcnews-fp-320-240.jpg,N_OK
https://media4.s-nbcnews.com/j/newscms/2017_20/2000821/170515-better-stock-vegetables-market-box-ew-321p_a726e2faadad6fa69e54a07053cb97f8.nbcnews-fp-320-240.jpg,N_OK
https://www.nbcnews.com/news/asian-america/fifty-shades-inspired-box-service-entrepreneur-wants-help-people-talk-n832006,OK
https://media3.s-nbcnews.com/j/newscms/2018_07/2326111/180212-donald-trump-se-530p_49903e4541188e17240b09e2c92b8fb6.nbcnews-fp-760-360.jpg,N_OK
https://media1.s-nbcnews.com/j/newscms/2017_02/1863181/104214950-gettyimages-631420470-530x298_65c7a802b86959c47cef3aba5519d7cd.nbcnews-fp-480-320.jpg,N_OK
https://media4.s-nbcnews.com/j/msnbc/components/video/201802/nn_jke_facebook_concerns_180212_1920x1080.nbcnews-fp-320-240.jpg,N_OK
https://media3.s-nbcnews.com/j/newscms/2018_07/2325896/180212-meta-golding-rosa-parks-se-148p_aed2253706067cb86e6682ef952c09fd.nbcnews-fp-320-240.jpg,N_OK
https://www.nbcnews.com/business/markets/will-falling-stock-market-take-job-market-along-it-way-n846416,OK
https://www.nbcnews.com/business/markets,OK
https://media3.s-nbcnews.com/j/newscms/2018_07/2326041/180212-puerto-rico-power-station-mn-1535_01ca9608717abe352d37e44f72944c4e.nbcnews-fp-480-320.jpg,N_OK
https://www.nbcnews.com/politics/first-read/distractions-have-derailed-team-trump-s-economic-message-n847086,OK
https://media2.s-nbcnews.com/j/msnbc/components/video/201802/a_mach_olympian_sh_180211.nbcnews-fp-480-320.jpg,N_OK
https://media4.s-nbcnews.com/j/newscms/2018_06/2318126/180206-pyeongchang-norovirus-soldiers-njs-737a_36da15fcd3fadc4a6181de9379261123.nbcnews-fp-320-240.jpg,N_OK
https://media2.s-nbcnews.com/j/newscms/2018_04/2305606/180125-new-york-stock-exchange-ew-310p_6a2171f7ba6b85fafd8ac3d9892b85fe.nbcnews-fp-320-240.jpg,N_OK
https://www.nbcnews.com/tech/internet/plot-destroy-black-panther-ratings-thwarted-facebook-n844226,OK
http://www.today.com/,N_OK
https://media4.s-nbcnews.com/j/newscms/2018_06/2320521/180207-daca-rally-sg-1754_0c4e85a5d1f3a6cebd1e59fc451385a1.nbcnews-fp-320-240.jpg,N_OK
https://media3.s-nbcnews.com/j/newscms/2018_06/2323501/3155_lulac17_a9c4833c0848d16f4e3c99d84bd88d92.nbcnews-fp-320-240.jpg,N_OK
